start	end	text
679225	703347	生々しい現実から解放された理想的な世界幻想の世界にあなたはいます奥にある森をよく見てください深く木々が生い茂った深い森
705986	733318	幻想の中の生き物が住む不思議な森あの森にあなたはどんどん近づいていきますだんだんと森に近づくにつれて森の少し湿った空気や薄暗い影差し込む光などを感じるようになっていきます
736367	762581	もう随分と近づきましたもう目の前森の入り口今あなたの視界には森の風景が広がっています幻想の中の生き物が住む不思議な雰囲気を持った
764121	792467	深い森を感じていますこの森は本当に幻想の中の生き物が住む森人の幻想が作り出した幻想の森ですここにはとても可愛らしい妖精が住んでいます人間が大好きな
793277	821699	可愛らしい妖精たち。会ってみたいとは思いませんか?もしあなたがいくつかの約束事を守れるなら、妖精たちに会わせてあげます。一度目を覚ましましょう。自分の意思で私の問いかけに答えてください。
825835	853370	また私が3つ数を数え上げて手を叩くと、あなたは目を開けます。1、2、3目が覚めましたか?まだぼんやりしているでしょうが、意識はありますね。今から私がいくつか質問をします。
855451	881413	そのすべてにはいと答えてくださいそうすればまたさっきの森へと戻り妖精に会いに行くことができます返事に気持ちを強く込めるほどあなたが感じられる感覚は大きくなりますでは始めます
883767	909929	あなたは妖精に会いたいですかあなたは妖精の存在を信じますかあなたは妖精の言葉を信じますかあなたは妖精の言うことを聞いてあげられますか
913888	933972	さあ 森へ戻りましょうまた3つ数を数え下ろします数が小さくなるにつれて あなたの意識は森へと落ちていきます3210
943416	972765	さっきよりもはっきりと森を感じます木々の色も影も木漏れ日も森の湿度の高い空気も香りも不思議な雰囲気もはっきりとあなたは感じています現実の世界で幻覚を見ているような
974538	1001444	幻覚の世界に現実感を感じているようなふわふわとした不思議な感覚をあなたは感じています森の奥を見てくださいだんだんと暗くなっていっているのがわかりますか奥に行けば行くほど暗くなっている
1004901	1033608	暗い穴のような風景が目の前に広がっています。森の奥の奥。暗い穴のように見えるあなたの視界の真ん中。その暗闇の中にわずかにピンク色の光が見えてきます。ぼんやりと光を放つ。
1034570	1063036	小さなピンク色夜空にぼんやりと輝く星のような小さな光あれは何でしょうか近づいていってみましょうだんだんとあなたは森の奥へと進みあの光へと近づいていきます
1065788	1090768	辺りはどんどん薄暗くなっていきます周りの木々がだんだんと見えなくなっていくそしてピンク色の光はだんだんとはっきり見えるようにそしてだんだんと大きくなっていきます
1093767	1123602	小さな星ぐらいの大きさからリンゴぐらいの大きさに、リンゴぐらいの大きさから風船ぐらいの大きさに、だんだんと光の中にいるものが見えてきました。あなたの手と同じくらいの大きさで、小さな女の子のような姿をしています。
1126146	1151151	背中に羽を生やした可愛らしい小さな生き物あれがこの森に住む妖精ですあなたの目の前には妖精がいます妖精はあなたを見て笑みを浮かべています
1153582	1183188	妖精が口を開きあなたに語りかけました。こんにちは、お兄ちゃん。こんなところでどうしたの?妖精からは甘い香りが漂ってきます。ぼーっとしてしまうような不思議な香り。わかってるよ。私と遊びに来たんでしょ?
1184116	1193077	来てくれてありがとう今から私たちの巣穴へ案内してあげるさあ、ついてきて
