start	end	text
437735	460617	また、意識が敏感になる。頭の中を舐め回すより、きれいな気分になる。頭がぼんやりしてくて、真っ白になる。うまく物事を変更してくれる。考えようとしても、真っ白な気分。思考がふらふら迷い込んで、
463148	486942	考えられなくても、そのままふわふわゆらゆらしてくる。そう、ふわふわゆらゆらしているうちに、だんだんこの余韻だけでなく洗脳される感覚も、心地よいと感じるようになるかもしれません。
488242	511411	それはあなたの中から負の意識がだんだん消えていって、ポジティブなプラスの意識を感じやすくなり始めているから。改めて申し上げますが、これはあなたの本当の心を知るための神聖な儀式です。
512766	539478	左側から肺まわれ、ぬるぬるの下に意識をぶるぶるの唇に意識で見消して恥ずかしいことではございませんですから安心してもっと感じてくださいあら、意識の一部が綺麗に現れたことで何か今まで見えていなかった感情のようなものが
541178	567933	ゆらゆらと表に出てきているようですね。もちろんそれも洗って差し上げましょう。また頭の中をくちゅくちゅ舐めとかされて、すぐに真っ白になりましょうね。洗脳。ほら、頭の中がきれいに舐めこられて、真っ白。
570325	599887	変な思考がなくなって、頭がスーッと軽くなって、ゆらゆら、とても気持ちいい表情に出ていますよ。あらあら、せっかく頭の中をきれいにしているのに、また先ほどの熱い感情が。
600605	628068	むらむらと湧き上がってしまうようですね。これはもしや、やましさのような、いけないものでしょうか。これはあくまで、神聖な儀式でございます。やましいことをしているのではありませんよ。
631582	659523	仕方ありません。もっと根本的なところから、綺麗にする必要がありそうですね。それでは、今洗脳した表面の意識だけでなく、脳みその奥の奥、潜在意識と呼ばれる部分まで、丁寧になめとって、綺麗にしていきましょう。
661263	684700	刺激もより強く激しくなりますが、その分、頭の中のより深いところまで気持ちよく真っ白にしてもらえますよ。私ももっと深く、あなたの頭の中を言葉で洗って差し上げましょう。
686268	711818	左右からズブズブと舌をねじ込まれて舐めとかされながらよく聞いていてくださいねほら洗脳ほらほら私の声頭の中の響く脳みその音で舌を取る肺の音ズルズルと舐める
713934	735727	一番大事な存在はあなたの本能までも綺麗に眠らされていく全てが綺麗に真っ白になっていって何もわからなくなる何もわからなくなり頭の中を綺麗に洗脳されてとても清々しい気分がいい気持ちいい
743915	765397	さあ、頭の一番奥まで真っ白に、綺麗にしてもらった余韻をふわふわ、たっぷり感じていましょう。そう、脳みその芯まで、ふわふわ、ゆらゆら、ぼーん。
768164	793645	これは、意識から力が、緊張感が抜けて、とても緩んでいる状態、とも言えます。ほら、だから真っ白で、とても気持ちいい。ふわふわがどんどん広がって、もうほとんど全てが真っ白になっているから。
794399	818637	思考もすぐに真っ白にとろけて物事をうまく考えられない。なぜなら、もう何も考えなくていいから。だから今、頭の中は真っ白で気持ちよければそれでいい。それに何度も繰り返せば。
820021	846008	その分だけ頭の隅々までさらに真っ白になっていって、最後には一切の穢れのない純粋な姿のあなたになれますよ。その時、あなたが本当に求めているもの、あなたの本当の気持ちがわかりますからね。ではもう一度。
847375	873542	頭の奥、意識の奥まで真っ白になりましょう洗脳ほら、意識の奥をぐちゅぐちゅと舐めたらね舐めた時は、汚れのない白、真っ白真っ白になったら何もわからないそれも、心地よい、素晴らしいこの真っ白な感覚は
876350	888230	綺麗に舐め取り入れてむき出しの無く日本語を既に理解しているだから…気持ちいい…
892398	912074	頭の中を真っ白に洗われて綺麗にされるのはとても素敵なことだって、どんどん深く理解できるようになっていますね。ほら、洗脳を止めた後のあなたの頭の中。
913453	940593	とても心地よくて、ただただぼーっとして、空っぽで、こうして私の声をぼんやり聞いているだけで、もっともっと、真っ白で気持ちよくなってくる。次の洗脳で、余計な意識は全て洗い流されて、あなたは完全に真っ白になることができます。
941890	968774	そうしたら、本当の心を確かめに行きましょう。意識が完全に真っ白になったあなたは、その間のことを覚えていないかもしれませんが、頭の一番奥にある潜在意識は、しっかりと覚えていてくれますから、ご安心くださいね。
972833	998948	安心する気持ちが安心して呼吸が整っていく心が落ち着いていく今から完全に真っ白になれるその準備が整っていくほら始めますよはいせーのほら
1019408	1040442	意識が真っ白になって、とろけ落ちていく。そう、あなたの意識はもう、すっかり真っ白。今なら、その一番奥まで降りていくことができる。
1041893	1060760	私がもう一度指を鳴らしたら、あなたの意識も一緒にパチンと弾けて、とてもとても深いところへふわーっと降りていきます。わかりましたね?合図とともに。
1061711	1082933	あなたの意識は完全に真っ白になって、一番深いところへゆっくり、ゆーっくり、心地よく落ちていく。では、この洗脳の余韻をたっぷりと味わいながら…
1092214	1100480	落ちなさいそう意識もパチンと弾けて真っ白になる頭の中を綺麗に見えるふわふわとても穏やかに
1101901	1126538	混ざっていく心も現れるズブズブ深いズブズブ深くもっと深くもっと深く一緒に一つになる降りるしばらくゆらゆらゆらゆらゆらゆらゆらゆらゆらゆらゆらゆら降りていきましょう
1129424	1144561	一番深いところまでたどり着いたら、また私の声が聞こえるようになりますからね。それでは、また後を。
1177028	1205767	私の声、聞こえていますか?今、あなたの本能は意識の壁を越え、この真っ白な世界で女神である私と繋がり合うことができました。このまま、とてもふわふわしたまま、私の声を聞いていてくださいね。
1211284	1234420	さて、洗脳の儀式、気持ちよかったですか?もう、隠さなくてよいのですよ。ここには私とあなたしかいませんから。気持ちよかったですよね。
1234792	1260256	耳から頭の中を直接なめとかされて、何もわからなくなって。あなたの本当の気持ち、伝わってきますよ。普段から経験している、お辛いことや嫌なこと、忘れてしまいたいですものね。
1262129	1291829	私の信者になれたらそんなことは忘れてもっと幸せで気持ちよくなれるひとときを授けましょうそれにここまで深く繋がることができたということはあなたは心の底で私の信者になりたいと望んでいた
1292294	1317800	ということ。そして女神である私は、そんなあなたをもちろん迎え入れましょう。そう、私の信者であるという証、しるしを刻みます。あれ?額に感覚を集中。そう。
1318180	1344850	おでこのあたりに普段は感じない、内側からぐーっと何かに押し上げられるような感覚を感じられる。それは脳みその奥にあったはずの本能が表面に現れてきているのです。本当は頭の奥にしまっておくべき大切なものなのですが…。
1345272	1371968	私にもっと愛されたくって、気持ちよくしてもらいたくって、こんなに近くまで出てきてしまったのですよ。では、よく聞いてください。私が祝福と告げながら、あなたの額に口づけを行います。
1373015	1394750	それは一瞬で頭の中に染み込んでいき、真っ白に漂白された脳みそにも女神のキスマークがくっきりと刻みつけられます。それこそが女神である私の信者となった印です。
1396606	1422172	ほら、額に感覚を集中。そう、額がさらに敏感になってくる。額の感覚がさらに強くなってくる。それはとろけた脳みそが、本能的に額にぐーっと近づいてきているから。私の口づけを求めてしまっているから。
1423387	1445662	その事実にまたトロトロした気持ちが強くなって溢れてきてしまう。私の信者になれるその時が来ているんだって理解して、頭の中でドクドクって気持ちいい感情が脈打ち始める。
1446033	1469793	脳みそに口づけされて、キスマークがくっきりと刻みつけられて、頭の中まで完全に支配してもらえる。フルフルーって震えて、可愛らしい。ああ、ところで、脳みそというのは…
1470029	1491022	非常に柔らかく指で押したりすると跡がついてしまうのです。ということは、唇が触れて吸い付かれれば、その口づけの跡が本当に脳みそについてしまいますね。
1494835	1522173	額に感覚を集中。ほら、祝福。敏感な脳みそに直接、口づけされた。真っ白に漂白された脳みそに刻まれるピンクの美しいキスマーク。
1523405	1549122	もう決して消えることのない…祝福のしるし…私の信者であるという証明が…あなたの脳みそという…一番大切な場所に刻まれた…無事に祝福が終わりました…
1550017	1575937	晴れて私の信者になったご気分はいかがですか?ほら、もう力は抜いていいですよ。力を抜くと、脳みその内側から気持ちいい脈動をトクン、トクンって感じるかもしれませんね。ほら、トクン、トクン。
1579987	1606798	あなたの脳みその真正面に美しいキスマークがくっきりとつけられているのをよーくわかりますよーキスマークの存在を思い出すだけであなたはこのぞくぞくした気持ちいい感覚を一瞬でそして鮮明に感じることができるのですから
1607678	1631810	例えばこんな風に…そう、額に感覚を集中。ほら、額にぐーっと感覚が集まってくる。思い出す。祝福の瞬間の出来事が鮮明に浮かび上がる。口づけを自ら求めた脳みそ。柔らかい唇の感覚。
1631810	1655114	べっとりと絡みついたキスマークあなたは私の祝福を受けた信者それを一瞬で理解させてもらえるそれが嬉しくて幸せで頭の中から快楽がドクドクって溢れてくる素晴らしいでしょ
1656194	1684173	さあ、信者となったあなたは全てを投げ打って私に祈りを捧げ、愛して敬うことができるでしょうか?ふふふ、もちろんできますよ。だってあなた、もう期待してしまっていますよね。さっきの洗脳よりもっと気持ちいいこと。
1684544	1711713	されたい、気持ちよくなりたい。だからこれから、あなたはもっともっと私のことを好きになって、私のことだけを愛せる、最高の信者になれるんです。あなたの気持ちが強ければ強いほど、私もあなたを愛し、大きな幸福を与えてあげます。
1712788	1735726	もう、わかりますね。私を深く愛すれば愛するほど、あなたは幸せと快楽で、見とそれていくのです。ですから、少しずつでも構いませんから。私のことはもっと好きになっていきましょう。
1737008	1760212	私の問いかけに、「はい、女神様。」と答えてみてください。わかった?ほら、私ともっと一緒にいたい?はい、女神様。それでいいのです。私にもっと愛してもらいたい?
1761427	1788393	女神様。ほら、あなたの本能が。はい、女神様。と答えるたびに、祝福された頭の中が、ゾクッて気持ちよくなっていますよ。女神様にもっと気持ちよくしてもらいたい?はい、女神様。ほら、ゾクゾクってしちゃう。はい、女神様。
1789473	1793143	思っただけで声に出せばもっと
1794670	1824202	女神様のことで頭をいっぱいにされながら、幸福になりたい?はい、女神様。また、ゾクゾクってした。私に愛される幸せな姿を想像してしまった。女神様の信者として、特別で最高の快楽で、溺れたいね。はい、女神様。ほら、頭がトロトロってとろけてきちゃう。
1824927	1846122	もう気持ちよくなり始めている。そうです。これがあなた自身の意思で答えた、あなたの本心です。私のことを意識するだけで、こうも幸せになってしまうのですから。
1847253	1875991	最終的には私の声を聞いただけでも、私の信者であるという事実そのものにも、ドクドク、ゾクゾクって気持ちよくなってしまいそうですね。では、元の場所に戻って儀式を続けましょう。この後の儀式は、信者となったあなた、
1877375	1903497	私の教えをどっぷりと授けるための素晴らしいものです。ですから、もう何も怖がらなくていいのですよ。もっとも、もう恐怖だとかそんな感情は消えてなくなってしまった、と思いますが。さあ。
1904020	1931189	私の信者となれた喜びを、これからたっぷりと、教えて差し上げましょう。それでは三つ数えて指を鳴らすと、あなたはおぼろげな意識のまま目を覚まし、元の場所に戻っています。もし、ここで起こったことをうまく思い出せなくなっていたとしても。
1952547	1959809	大切なあなたの脳みそには、ちゃーんと刻まれていますからね。うふふふふふ。さあ、一つ、二つ、三つ。おはようございます。どうやら意識の奥底から、無事に戻られたようですね。
1960736	1989702	まだ頭がぼんやりとしてよく覚えていないかもしれませんがあなたは晴れて私たちと共に支え合う信者となることができましたおめでとうございますさあ早速ですが信者となったあなたには大切な教えを説いて差し上げましょう額に感覚が集まると
1990680	2010620	あなたはどうなるんでしたっけ?ほら、額に感覚を集中。さっき脳みそに刻まれたキスマークがくっきりと浮かび上がって、頭の中がトロトロの多幸感で溢れてしまうんでしたよね。よく覚えていましたね。
2012438	2038349	トロトロで無防備の意識が頭の中にぎゅーっと集まってくる口づけの柔らかい快感脳みそのひだの隙間にまでべっとりとつけられたキスマークそうキスマークを意識したからよみがえる頭の中を支配される喜びがぶわっとよみがえる気持ちいい幸せ
2044144	2070176	あらあら、少しばかり聞きが良すぎたようですね。一度頭の中を清めて差し上げましょう。はい、洗脳。ほら、また頭の中。下で左右から浮かされている。舐めとられている。気持ちよく、外観で真っ白になって、真っ白に満たされている。
2072399	2100817	何もかもがなくなっていくそう大きな大きな器のように頭の中意識の中に何もない空間が広がっていくとても心地いい頭が空っぽになってふらふらゆらゆらするように感じているかもしれませんね
2103415	2125657	今から、中身のない器となったその頭の中に、私を信仰している、愛している、というあなたの気持ちをたっぷりと注いでいただきます。では、よく聞いてください。
2126810	2151822	私が崇拝と言葉で言い表すと私を崇め愛する気持ちが止まらなくなりますそれはあなたの頭の中でピンク色の甘ったるい快感となりどんどん溜まっていく私のことを思って愛する気持ちが
2152663	2177739	とくんとくんと溢れてきてしまうのさあ二人も一緒に今からこの方を導いてあげましょうわかった?はい女神様よろしいほら私のこといっぱい思ってくださいね崇拝
2181182	2207348	美しいお姿、私のことが綺麗にして、柔らかくなって、美しいお姿、私のことが綺麗にして、柔らかくなって、美しいお姿、私のことが綺麗にして、柔らかくなって、美しいお姿、私のことが綺麗にして、柔らかくなって、美しいお姿、
2208269	2229289	快感です私を崇拝して女神様女神様と唱えるだけで与えられる最高の喜びなのですさあ、あなたの頭の中を器として私への思い出いっぱいにしなさい
2231023	2258296	もっと私のことしかわからなくなってもっともっと快感でいっぱいになって涙がこぼれるほどの多幸感に溺れましょうね崇拝女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様
2262803	2281508	快感の出が良くなったようですね私のイメージと気持ちいい感覚が頭の中でトロトロに混ざり合ってクラクラしてしまうでもまだもっともっといっぱいになりましょう
2288822	2289583	すぅほら
2303253	2330900	もうどうにかなってしまいそうですねさて私は女神として快楽に惑わされ苦しむあなたを救わなければなりません覚えていますね私の祝福そう脳みそに直接刻まれたキスマーク
2334941	2357363	思い出すのがどんどん上手になっていますねドクンドクンって脈打つように気持ちよく感じられるさあよく聞きなさいあなたの中でドバドバと溢れているその快楽
2358995	2377080	今から祝福と共に私たちの口づけで全て吸い尽くされます右側から左側から脳みそも鼻もぐちゃぐちゃに浮かされてらしてあなたは絶頂するわかった今のでまた脳みそがぐーって近くに寄ってきてしまいましたね
2386840	2400888	では、歓喜のひとときに向けて、十から数を数えおろしましょう。絶頂の瞬間まで、少しでも多く快楽を生み、ため込んでくださいね。
2402762	2423072	ほら、酸っぱいな…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様…女神様
2431659	2448398	ほら…快楽をビュルビュル吹き出しながら…快楽に脳みそを撫で回されて…気持ちいい…もっと気持ちいい…いく…ぐちゅぐちゅほら…脳みそのキスマーク…今ので3つも増えてしまいましたよ?
2469626	2497627	私の気持ちいい牛へと絶頂の快楽が結びついてしまいましたもう私がいないと行くこともできない私のためだけに快楽を生み出す立派な器になれたんですよおめでとうございますさて一度使った器は
2499117	2526485	綺麗に洗う必要がありますよね?はい、女神様次に何をされるか、もうわかってしまう真っ白にされて、また深ーく落とされるのは脳みそがゾワゾワ震えて、期待してしまうそうですはい?せーの
2538757	2553961	ほら真っ白になってしまいましたね。ではその真っ白な意識に言葉を刻み込んであなたが何者なのか改めてはっきりさせておきましょう。
2556893	2581045	ほら、二人とも教えてあげなさい。はい、女神様。あなたは女神様に快楽を捧げることを最高の喜びとされた女神様の信者です。そう。先ほども申し上げた通り、私に快楽を捧げ、奪われるのが気持ちよくてたまらない。
2582125	2603776	それが、生まれ変わった今のあなたであり、あなたはこうなりたいと、初めから心の奥で願っていたのです。そうですよね?はい、女神様。そう。返事は、「はい、女神様。」でしたね。
2604773	2630877	そうすれば、もっと私を愛せる。もっと快楽と混ざり合ってグズグズになれる。素晴らしいでしょ?はい、女神様。その返事だけで、幸福感がドクドクって溢れて止まらなくなってしまうの。さあ、捧げ物の準備をしなさい。
2631578	2641718	私のことを思えば思うほど、頭の中で快楽が生み出されて、たまっていくのでしたよね。ほら。
2643218	2668591	女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神
2673118	2698285	私を心の底から崇拝しながらまたあの言葉と共に絶頂してしまいますよそう
2710103	2719050	女神様女神様もっと切なく激しく私をまとめてはい女神様女神様女神様女神様女神様女神様もう抑えきれなくなってしまう
2726075	2748071	言い忘れていましたがあなたに刻まれた女神の口づけ増えれば増えるほど私とのつながりが強くなって絶茶な快楽もより大きなものとなりますあなたの脳みそにいくつもつけられたさっきのキスマークそう
2752403	2768161	前からも右からも左からも同時に口づけをされて快感を吸い出された跡がくっきりと残っているほら意識したもう離れないそう
2771478	2787595	祝福の度にキスマークがどんどん増えていってあなたの中から溢れ出る快楽はそのキスマークのすべてからより強くより激しく吸い尽くされるのですま
2788840	2804128	至福の瞬間に向けてカウントダウンしてあげますから女神様でいっぱいになりながらドロドロに生かされましょうねはい女神様ほら崇拝
2805931	2832010	女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神
2832762	2860804	ずるずる引き出されて吸い出されて絶頂する本当にいい反応いい表情まさに天にも昇っているような心地ですねですが…これでは私まだまだ満足していませんな
2864030	2887668	もっと洗脳を強めてみましょうかはい女神様では今度は私のことを崇拝しながら同時に洗脳を受けてみましょう私たちと女神様のことを大好き愛しながら頭の心から私に直接強く洗脳してもらえる
2894384	2916379	私が直接洗脳して差し上げるんですよもう一人でに意識がぐーっと集まってきている私を求めているだって求めれば求めるほどより強い快楽に溺れられるからほら
2919975	2946168	女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神
2948471	2976937	ほら、額に感覚を集中。そう、意識の奥にあった無防備な本能がゾワゾワと額に集まってくる。その本能を今から私の舌でいじくられ、書き換えられていく。ほら、先輩。女神様、女神様、女神様。
2977935	3003437	女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神
3004558	3033030	そのようにお話されては舌が動くたびにこの方の意識がぐにゃぐにゃに歪んで戻らなくなってしまいます。もう元に戻りたいなんて思ってもいませんものね。
3038844	3058913	こんなところに…ふふふ…わずかに残された理性が隠れていたようですね真っ白でとても美しい景色の中にぽつんと残った理性という黒い遺物これが悪さをしていたのですね
3060068	3069172	今すぐ綺麗にして、あなたの理性を完全に消し去ってしまいましょう。ほら。
3083683	3102756	最後に残されたあなたの理性プチって潰れてあっけなく舐めとられてしまいましたこれでほら頭の中から快楽物質ドバドバでもう止まらなくなりましたよおめでとうございます
3106842	3123410	その理性のリミッターが外れた頭の中トロトロの多幸感でいっぱいにしましょうねほらもっともっとすー
3129261	3148231	私のことをこんなにも強く思ってくれるようになりましたね頭の中脳内麻薬でひたひたになって早くしないとおかしくなってしまいますねもう
3151708	3177733	頭がゆらゆらしていますよほら声に出すまでもなく思考が意識がその通りになってしまうそう気持ちいい頭が重い苦しいもっと我慢できないもっと行かせてほしい左右から感情をぐちゃぐちゃに揺さぶられるのも気持ちいいですね
3180988	3204239	あなたがいかに気持ちよくなっても、私の祝福を受けない限り、その頭の中から快楽を取り出すことはできません。限界を越えて溜まっていくのです。ですからもっともっと快感が大きくはじけるその時まで、ほら。
3207435	3227907	女神様女神様女神様女神様女神様こうやって言葉を吹き込まれているだけなのにもう頭の中ドロドロででも行かせてもらえなくておかしくなってしまっていますね
3228660	3255033	ほらもう脳みそが反応しちゃってるあの言葉早くあの言葉をキーワードさえあれば幸せになれる言葉をくださいあなたはなさいかせてもらえる脳汁をだらだら垂らしながら快感がこぼれて吹き出してお願いしている幸せになれるではそんなあなたを救って差し上げましょうもうカウントダウンがなくても上手にいける体と心になりましたから
3256314	3271184	口づけされた瞬間に私たちにそして脳みそに刻まれたたくさんのキスマークに吸い尽くされて歓喜の絶頂を迎えて生きまくりましょうね
3283035	3296587	息狂っている間にまたキスマークが増えちゃったもう脳みそ全体がピンク色に覆われてしまっていますねほら、休んでいる暇はありませんよ
3314951	3335037	ますます頭は真っ白になって、その分キスマークが鮮やかに色づいていく。では、いいことを教えてあげますから、よーく聞きなさい。脳みそすべてをキスマークで完全に支配されたあなたは、
3335772	3362335	もう私から何をされても生き続けることができるようになりましたおめでとうございます洗脳されて頭の中をなめられれば頭真っ白になりながらガクガクと幸せいきさせてもらえますよ崇拝し女神様を求め続けるだけでドロドロと甘いきし続けることができます
3363176	3391197	もちろん、祝福の口づけを受ければ、すべてを吸い尽くされて、ぐちゃぐちゃに脳いき…してしまいますね。わかった?はい、女神様。お返事もよくできましたね。ほら、私を呼ぶたびにドロドロに生き続けながら、もっと私を愛しなさい。崇拝。
3392230	3419099	女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神様女神
3423095	3437391	女神様 女神様 女神様 女神様 女神様 女神様 女神様 女神様 女神様 女神様 女神様洗脳祝福
3450170	3473808	どれだけ快楽を与えられて頭の中がぐちゃぐちゃになってしまっても私の声はまだ聞こえていますね
3475312	3498235	もうすぐこの儀式も終わりを迎えます。さあ、最後はどのようにしてもらえると思いますか?最高の祝福を与えてもらえる?いいえ、最後にあなたに与えられるのは、最高の…
3501899	3525509	洗脳です私を愛する気持ち以外の不要なものすべては真っ白に洗い流して差し上げましょうもちろんあなたは私に何をされても絶頂するほどの喜びを感じることができるのだからこれがこの儀式で最後のそして最高の快楽であるということ
3528505	3549693	もう理解できていますねはい、女神様あなたの脳みそを覆うようにたっぷりとつけられた女神のキスマーク思い出すどころかもう常に意識にべっとりとついていますね
3551260	3576387	私たちが洗脳という度に一つずつそのキスマークから舌のようなニュルニュルとした感覚が頭の中に生まれていきます内側からチュッチュルチュルって頭の中を舐めとかされて洗脳されていくんですよ
3579558	3594326	それでは、きっかけを与えましょう二人とも、始めなさいはい、女神様それでは、失礼します洗脳…
3594980	3620439	ほら右から一つ左からまた一つ脳みその中にゆるゆる入ってくるなめられるおじくられる溶かされる現れる気持ちいい女神様気持ちいいそれ以外のすべてがわからなくなっていくそう
3623988	3648934	何も分からなくなって良いのですさあ、あなたの意識を内側から侵す女神の舌増やして差し上げますね洗脳という関係にその身を委ねなさい破滅的な快楽をあなたの全てで味わいなさいほら
3650680	3666588	洗脳…洗脳…洗脳…連続で生き続けながらもう脳みそのすべてがなめそかされてとろけ落ちていますね
3667515	3679384	直撮して差し上げますほら額に感覚の周知好きなだけ真っ白になりながら生き続けなさい
3718556	3737721	これで儀式は無事に全て終了いたしましたおめでとうございます素晴らしい信者となれたあなたにはお友達に私の活動を布教し広めるお手伝いをお願いいたしますね
3739396	3767587	上手にできたら…その時はまた、たっぷり愛して差し上げましょうでもまずは、ちゃんと元に戻してもらいましょうね二人とも、後は任せましたよはい、女神様よろしそれでは
3769754	3771340	機嫌よ…
