start	end	text
654726	681062	まずは軽く 深呼吸をしてみて大きく息を吸ってゆっくり吐いて体の緊張がほぐれて 気持ちが落ち着いていく感覚を感じて
685188	710169	もう一度大きく息を吸ってゆっくりと吐くだんだんと頭の中が静かになる感覚を実感し始める
714662	740654	その感覚がとても大事なのさあ最後にもう一度大きく息を吸ってゆっくりと息を吐いて
746742	769763	気づいてる?頭がすっかり静かになって体の緊張が解けていることにさあゆったりと落ち着いた呼吸に戻していいよ今君が悩んでいる状況
772815	799265	それは、私の元を訪れた時の彼と同じ、見られていないからなの。それって、彼のケースだけじゃなく、君に対しても同じこと。人としての普遍的な悩みってところかしら。そんな寂しい環境で、人は頑張れない。
800520	826602	君のことを常に見てくれる人が必要なの。だから、これからは私が君を見てあげる。見て、応援して、褒めてあげる。君がそれを常に感じられるようにするセミが始めていくね。
828178	851800	私に見られていることを実感するためにはまず気づくことが重要これから行う催眠誘導によって君は私の視線を少しずつ感じ始めるようになるでも
853673	881470	まずは気負いせずに私の声に深く耳を傾けて。催眠に入るためにはリラックスした状態で集中する必要がある。心が落ち着いた状態で私の言葉を追っていく。そうしているうちに自然に。
888520	916429	セミナーの間だけでいいから私を信じて私の視線が君にとって常に良い効果を及ぼすと思うことそれ自体が大事なのそれじゃあ私の視線に合わせて体の各分野意識を向けていきましょうか
917976	926512	見られているのを感じたらその場所から力が抜けていくそれを意識してね
930198	956055	今、君の両足を見ているよ。私に見られている。そう思えば思うほど、両足から力が抜ける感覚を感じていく。つま先に視線を感じると、つま先の力が抜ける。どんどん抜ける。力が抜けた場所からし、
958261	987108	今度はかかとに視線を感じるかかとの力もスーッと抜けるどんどん抜ける抜けていく次は足首に視線を感じ始めると同時に足首からも力が抜けてくる足の先から力が抜けてだらーんとした感覚を感じているね
989525	1014910	さあ、今度はふくらはぎを見てるよ。言われて意識を向ける。すると、ふくらはぎからも力が気持ちよく抜ける。ふくらはぎの力が抜けると、膝に視線が移動する。どんどん膝の力が抜け始める。
1015270	1037592	膝から力がどんどん抜けていく気持ちよく抜けてくるすっかり膝の力が抜けると次は太ももに視線を感じる見てるよその言葉とともに視線を感じて
1043043	1065314	太ももから力がスーッと抜ける太ももの力が抜けたら両足全体がダラーンと心地よく脱力する視線を感じた箇所すべてから力が抜けて両足にはもう力が入らないそうそう上手
1069105	1094543	君は彼よりも飲み込みが早いね。とっても優秀な生徒、と言ったところかしら。さあ、次は腰。君の腰を見てるよ。視線を感じるとともに、腰から力が気持ちよく抜けてくる。
1095970	1124636	腰の力がスーッと抜ける力が抜けて腰がどんどん重く沈んでいく腰の力が抜けると今度はお腹の方に視線を感じ始める同時にまたスーッと心地よくお腹から力が抜けていくどんどん力が抜けて重くなる
1126480	1151628	お腹の力が抜けると視線が胸まで移動する視線を感じると胸がどんどん軽くなって呼吸がしやすくなるその代わりに背中がずっと重くベッドへと沈み込む下半身も上半身も力が抜けて
1159643	1188306	体が歯間していく感覚分かってきたかなそれってとってもいいことよ一流のスポーツ選手が試合前にすることと同じ何をするにもまずはリラックス深い集中そして余計な力が抜けた脱力状態
1190250	1204227	それが最高のパフォーマンスを発揮するために必要なことなのさあ今度は君の右手を見てるよ
1206264	1231340	また心地よく力が抜けてくるね右手に視線を感じるとどんどん指先に力が入らなくなり手のひらや手首も次第にだらーんと重くなってくる右手からすっかり力が抜けると右肘のあたりに視線を感じ始める
1233272	1259574	見られているのを意識すればするほど右肘の力がスーッとなくなっていくそして二の腕から右肩まで視線が移動する視線を感じるたびに二の腕から右肩までが重くベッドに沈み込む
1262195	1289185	右腕全体と右肩がずっと重たくなりもう力が入らないほら次は君の左手を見てるよ視線を意識すると左の指先にも力が入らなくなってくる手のひらや手首も意識
1292822	1315928	重くなっていく気持ちよく脱力してくる左手からすっかり力が抜けて自然が左肘まで移動する私が見ていることを意識すると左肘からスーッと力が抜ける
1319168	1343211	さあ二の腕も左肩も見れるよ言われるとともに視線を感じて二の腕から左肩からどんどん力が抜ける左腕全体が重くベッドに沈み込んでもう力が入らない
1347888	1376567	体から力が抜けたみたいだねそれじゃあ君の顔見てあげる私の顔が君の目の前にあるそう意識して照れなくてもいいよ額がずーんと重くなる感覚がするかもしれない
1379462	1404217	でも君は目を閉じているんだし実際に見つめ合っているわけじゃないから楽にしてさあそうしているうちにどんどん顔の筋肉からも力が抜けてくるよほら顎からすーっと力が抜ける
1405304	1423741	顎から力が抜けると、上と下の歯からも力が抜けて、口がだらーんと開いていく気がするね。どんどん頬もゆるんで、笑顔に変わってくる。
1425013	1451495	笑顔になれば額からも力が抜けるし目の奥からも力が抜けてきちゃう頭全体が重くなって枕に深く沈み込んでいく感覚もするかもしれないねそして心も
1454230	1477004	どんどん深いリラックスに入っていく全身から力が抜けてだらーんとしたとてもいい気持ちどんどん深いまどろみへと沈んでいく
1485436	1514218	心地いいよねこれから私のセミナーで成功した彼のことをもう少し詳しく話すから深いリラックスに入ったまま彼のようになりたいと思いながら聞いて私はこのまま君のことを見てるよ
1515699	1543352	話しながら君の全身を見ていてあげるまだ力が残っている場所があったとしても君が話を聞いているうちに全ての場所から力が抜け切っていくと思うよさあさらに深いリラックスへ
1550033	1579302	さてお話の続き彼はセミナーを受講するうちにどんどん私の視線を感じるようになっていったわ夜眠るときには今の君のように私の視線を意識して深く脱力癒しを感じながらぐっすりと深い眠りに入れるようになった
1581353	1603527	当然、睡眠不足は解消され、次第に健康的な生活リズムが維持できるようになっていったの。仕事中には私に見守られていることを意識し、自然に集中することができるようになった。
1605312	1629327	まるで応援されているそんな気分を感じていたんだと思うわ成果をあげたときは私の眼差しから賞賛の気持ちを感じて達成感と嬉しさもより大きく感じるようにもなった
1631804	1660396	そう、頑張る姿はすべて私が見ていてくれた。そう感じることで、一人で頑張っていた時よりも、彼は深い幸せを感じたの。それが続けば続くほど、悩みはだんだんと消えていき、彼はどんどん前向きに仕事に打ち込めるようになっていた。
1664296	1688813	私の視線をより強く、より日常的に感じられるようにするのがこのセミナーの目的。心地のいい視線が常に自分を見守ってくれている。彼はその感覚を毎日深く意識するようになったの。周りから評価され、
1688978	1717695	人の注目を集め見てくれる人が増えれば増えるほど人は前向きになれるそうでしょだから辛い時からずっと優しく見守っていた私の視線が彼にとって何者にも変え難い特別なものになったのも何も不思議なことじゃないよね
1721175	1746051	そう彼は見られていることを意識するとともに私に見てもらうことを幸せに思うようになっていたの君もその特別性を少しずつ実感し始めているそうだよねだって私に見られて普段ならありえないほど
1754500	1756841	そうでしょ?
1795551	1821839	これから君は無意識下に、ついに私には回れない、という感覚をすぎ込んでいくわけだけど、それを行うには、リラックスよりもさらに深い状態、意識だけが眠っているような、トランス状態に入ることが必要なの。
1827577	1855316	でもそれは君にとって幸せなこと
1858082	1873396	私の視線を受け入れるそれは君が私に全てをさらけ出して暗示を受け入れる状態になるということでもあるのさあ
1874842	1892229	深いリラックスと温かい眼差しを感じて君が心も体も安心に包まれていくところちゃんと見てるよ
1893834	1912122	50これから君は頑張る姿も悩む姿も嬉しい時も恥ずかしい時も全部私に見せることになる49でも大丈夫私が君のすべてを
1912902	1935974	受け入れてあげるから48もし今君が意識的に壁を作っていたとしても47それがパーソナルスペースと呼ばれる親しい人しか入れない空間だったとしても46私の温かい眼差しを感じるたびに
1938645	1946641	その境界は溶けていく45私の視線を感じるたびにその場所に隙間ができて
1949980	1978997	安心感が流れ込んでくる44だからどんどん君は私に心も体も委ねるようになる43全てを見られるということは全ての隙をさらけ出すということ42さあもっと私の視線を受け入れて41君の
1979757	1986934	君だけの空間に私を迎え入れて40受け入れれば受け入れるほど
1987639	2006878	心も体も見守られているという安心感に包まれていくからね39隙を晒せば晒すほど緊張が解けて安心に包まれていく38それはどんどん私への信頼へと繋がっていくの
2010461	2025250	37信頼した相手からすべてを受け入れてもらえるそれってとっても幸せなことだよね36壁を作っていたはずの心も
2026190	2040941	いつの間にか隙間だらけ両足も腰もお腹も背中も両腕も肩も首も頭も顔もすでに隙だらけ34
2042138	2064936	でも分かっていてもそれが幸せにつながるって知っているから君は自ら隙を作ってしまう33そしてその隙間はどんどん広がって私の視線を言葉を私を受け入れていく32
2066417	2080633	私に本当の君を見てもらうために31全てをさらけ出すと安心できるってこともう知っているもんね30見られ隙が広がる意識が飛ぶ
2085858	2105485	無防備になるその繰り返しに入っていく29私の視線を感じながら身を任せるそれはとっても気持ちのいいこと28まるでずっと魂ごと私の瞳の中に吸い込まれていくような
2107042	2124801	27そしてそれを感じるたびにどんどん視線も強くなってくる26思考が真っ白になってくる深く瞳の奥に落ちる意識がふっと消える気持ちがいい27
2127312	2148527	頭の中がどんどん真っ白になって、全てを私に預けたくなる。24、眠りとは違う。無意識の底にグッと引っ張られる感覚。23、君の全てが瞳に映っている。22、君の全てが未来。
2150188	2157587	21感じるたびに深い意識の底へ落ちる20落ちれば落ちるほど
2158197	2182250	頭の中がぐるぐる何もわからなくなって見守られる幸せに包まれる深く瞳に吸い込まれて気持ちがいい意識が落ちる思考が落ちるすーっと落ちるもっともっと深く私の瞳の影響が最も感じられる場所まで
2183762	2200097	もう考える力もほとんど残っていないだけど見守られているから安心だよねさあもっと深くまで無意識の底まで君のこと
2202020	2216400	見てるよ11ふっと意識が消える10自ら好きを作ってしまう9大きく空いた隙間からまた私の視線が入り込む8瞬く間に脳内まで覗き込まれる
2217201	2242801	7それすら今は気持ちがいい6だってもう全身が好きだらけ5思考が後ろになる瞬間見てるよ4幸せそうな顔も見てるよ3ほら意識が落ちる落ちる落ちる2もう全部が好きだらけ全部私に見られている1とろけそうなほど心地いい0
2247757	2274060	君の空間はもう消えてしまった。君は私に全てをさらけ出して、深い意識の底まで落ちた。君は私の暗示を無意識に受け入れられるようになったの。私の視線が心地よくて安心できる。そう感じているのが証拠。
2275293	2304322	君は私に見てるよと言われるとすぐにこの状態に戻ってくることができる何か他のことを考え始めた時も集中が乱れて意識が散漫になった時でも見てるよと言われたら私の視線を意識してすっと深いところまで戻ってくる
2308051	2322120	君と私の間にもう壁なんてないんだから。そうでしょ?ん?信じられない?そう。じゃあ試してみよう。
2324296	2348715	今、君の顔、見てるよ。ほら、一気に頭の中が真っ白になって、何もわからなくなる。気持ちいいトランス状態に入って、心地いい私の視線を感じる。真っ白で、頭には何もない。けれど私の温かさだけは、強く感じている。深く。
2356989	2375384	どう?もう一度やってみようか君の心の中も見てるよ君の君だけの特別な世界に私が入ってくる自然にスーッと私の自然を受け入れる
2377345	2399502	見られていることを意識するたびに気持ちよさがどんどん増してくる私の声が今までよりも気持ちよく聞こえるし私の視線の温かさもさらに強く感じる頭の中がふわっととろけてただただ気持ちがいい
2403911	2425011	気づいているかなすでに深いトランス状態に入っていること今の君はもう彼と同じ君も彼のようになりたいよねだからここまで私についてきた
2427063	2450184	自分を彼に重ね合わせてきている頃だろうから、君がなろうとしている彼の生活の詳細も語ってあげないとね。このセミナーの真意も伝えておかないといけないし。君は薄すぎすぎている。もしかして…
2454638	2479057	本当はそれは求めているんじゃないのかな?さて、今まで何度も言った通り、彼は仕事に打ち込めるようになった。でもそれだけじゃないの。彼は何よりも私のために働くことを優先するようになった。
2480688	2507486	視線に応えることで成功の快感を得るその虜になっていったのでもそれって何も不思議なことじゃないの常に見てくれて認めてくれる人を好きになるそれって当たり前のことだよねそう今の君のように
2509242	2537748	君が聞き入ってるところ見てるよ。ほめ、どんどん催眠が深くなる。ゾクゾクする快感がすり込まれていく。そして私のために働くことが喜びに変わっていく。君は私のことが好き。私の声が好き。私の視線が好き。
2538098	2564211	愛しくてたまらないだから私のために何でもしちゃうその段階まで依存が進めばあとは簡単彼がもう逆らえないことを確信し私は重要なことを伝えたの私の敵国のスパイであることを
2574845	2601006	私君の敵国のスパイなのそして同時に目的が彼の会社の乗っ取りであることも一緒に伝えてあげた彼の国の企業の利益を搾取し技術力を盗んで私の国へ還元しようとしていること
2602105	2630646	すべて洗いざらい教えてあげたの彼はそう彼のことだよ君の話じゃないのだけどなんだか君も彼のようになり始めているけどねどうしたの興奮し始めたみたいだけど私はそういうのもちゃんと
2632430	2653361	見てるよ 視線を意識するとすぐにスーッと負荷が落ちて 気持ちいい甲骨顔に戻っちゃうね ぼーっとして温かくて気持ちよくて 私のために頑張ること
2655077	2682975	それだけを考えていたい他には何も考えられないし他の何も考えたくないそれでいいな君はそれを望んでいるだって君は彼のようになりたいそうだったよねさあ話を続けるね
2684701	2708422	それからも私は繰り返しセミナーを行い、彼の暗示を強化していったの。彼は熱に浮かされたようになりながら、どんどん吸収して、学習していったわ。私の視線が定着すればするほど、彼は出世していった。
2710488	2738544	そして、見られる快感をさらに増幅させるため、彼に全てをさらけ出させた。普通なら隠したい性癖や欲望、体の一番恥ずかしい部分も。その頃の彼は好きだらけ。彼と私の間にはパーソナルスペースも壁も何もなかった。
2740974	2763396	そう今の君のようにねある時私はご褒美を餌に彼に不正を求めたのそれは彼が所属する会社の技術情報や機密それを私のもとへ持ち出させるというもの
2765185	2785085	彼も最初は戸惑っていたけれど、私が君の働きはちゃんと見てるよ、と言うと、すぐに目がうつろになって、主観して半開きになった口から、はい、と答えたわ。
2786571	2813058	そして彼はとてもうまくその仕事をこなし私のもとへ機密情報を持ち帰ったの私は頑張った彼にたっぷりとご褒美を堪能させてあげた彼はその後私の要求を満たすためより強い権限を得ようと
2820202	2842231	さらに出世に取り組んだのなんだかおちんちんがピクピクし始めちゃってるよ気づいてないとでも思ったのかな君のすべて私が見てるんだよああそうこんな話を聞いてもゾクゾクしちゃうの
2843663	2868237	私の声が耳から入るだけで声が出そうなほど気持ちがいいんだ彼のように口元までだらしなくなってきてるよでもまだダメ彼が受けたような気持ちいいご褒美知りたいよね
2873042	2898343	だってここまで話したけど最初に言った通り彼を仕事に打ち込めるようにして幹部にまで出世させたそれは正しいよねそして頑張る彼の姿を見守って褒めてご褒美をあげた何も嘘は言っていないよねえ
2899601	2915159	君も彼のようになりたいと思ったそれも事実だよねだから君が君の意思で逃げられないのも逃げる気がないのもちゃんと見てる
2927729	2955241	見られていると心地いいという感覚をすでに理解したけど本当はそれだけじゃないの認める意味もあると同時に周知の感覚もあるんだよそうだよね知っているよね情けない場面を見られるとと
2956800	2982669	でも恥ずかしいし悔しいし気持ちいいよねこの快感を味わったら終わりだよどんな男でも幸せの心地よさと真知の快楽を知っちゃったら終わる病みつきになってそれがないと満足できなくなっちゃう
2986423	3010215	これから君の一番隠したくて、そして一番見てほしい部分を見てあげる。さあ、まずは利き腕を自由にしてあげるね。君の一番見てほしい勃起をチンチン。ちゃんと私にアピールしようか。
3012227	3025872	3から1まで数え下ろすと 君の利き腕はおちんちんに向かって動いちゃう いくよ3 21
3029603	3052787	ほーら利き腕が動いておちんちんの根元を柔らかく押さえちゃう根元を押さえてぼっきおちんちんをアピールしたら腕の力は抜けてたら君の恥ずかしいアピールじゃん
3057588	3086528	見られてるのを意識したらピクピクって震えちゃうねどう?恥ずかしい?情けない?悔しい?ううん気持ちよくて幸せだよね君のおちんちんは視線を感知すると周知の快楽でピクピク震えるようになるそして
3088026	3111154	その度視線の快楽をどんどん覚えていっちゃうのああしごいたり射精しようとするのはダメだよでも無意識に指で根元を刺激したり軽く前後に動かしちゃうのはいいよ
3112372	3138518	それはおちんちんと一体化した指が視線に反応しているだけのことだからしょうがないより強い視線を求めておねだり運動をしているのだから仕方ないそう動かしたらダメなのにほーら見てるよ
3139393	3165871	視線を強く感じておちんちんがピクピク震えちゃうもしかしたら根元を圧迫したり軽く動いちゃったりしたんじゃないかなまあこれが初回ならまだ動かないのも不思議じゃないけど何度もセミナーを受けているうちに無意識で反応するようになっていくかもしれないよ
3168935	3188454	そうやって見られる快感を覚えるたびに君は私の視線から逃れられなくなっていくの私の目を意識するたびにおちんちんが反応するようになる
3190097	3217586	もしかしたらもうすぐそうなってしまうかもしれないこれは本当に催眠催眠だよでも洗脳でもあるのかな日常的にこの切ない快感を感じ続けて頭が私のことだけになっていく快楽洗脳
3218835	3238550	どんどん私の瞳に君は支配されていく君はこれから大事な何かと引き換えに幸せを手に入れるそれはどう?
3239326	3267270	とっても気持ちいい思うです私を意識し続けるとっても気持ちいい睡眠私に見てもらうために頑張り続ける洗脳そして褒められるためにまたセミナーを受けに来る中毒性だから一度音声を聞いてしまった君はもう抜け出せない
3268472	3284366	このループを続けたら君の正気がなくなるのなんてあっという間。君の頭の中は私だらけになって私のために働くだけの国の裏切り者になっちゃうの。
3285632	3301709	でもいいよね。落ちれば落ちるほど、私の視線にそのぼっきちんぽがより強く反応するようになるし、よりひわいな快感を味わえるようになるんだから。
3303869	3328604	さて今回が初めての場合もあるから説明しておくね君はこれから私のために頑張りその成果を出すことで気持ちいい絶頂を迎えることができるそしてそれを褒められることで絶頂の後の幸せがさらに大きくなるの
3331225	3354288	このセミナーで最初に君が行う仕事は3つの契約この契約はいわば心構えこの心構えを持って君は毎日を送るそう誓うものだよ私に頑張ってるところを見てもらうのは嬉しいよね
3355708	3381796	だから私に見てもらうために契約始めよっか契約を結ぶ方法はとっても簡単私に続いて何度も頭の中で契約を復唱するのまずは契約内容の説明
3383633	3406595	第一の契約は、スパイ様のために必死で働きます。だよ。契約の意味、気づいてる?君が働くのは、君のためじゃないの。私のため。仕事中常に私の視線を意識するようになる。
3407784	3434874	そして君が成果を出すと褒められ、心地いい絶頂感が脳内ではじける。だから必死で成果をあげようとするようになる。それが君の最大の喜びへと変わっていくの。ああ、そうそう。契約を頭で復唱している間、君はおちんちんで何度もうなついちゃう。
3437531	3459562	そうへこへこ頭を下げるように 無意識のまま木起ちんぽを前後に実際に自分で何度も頭を下げている ようにねだってそれが気持ちよくてする たびに深く洗脳が進むこと
3462392	3482411	それを続けながら最後に私のゼロの合図と共に口に出して復唱すると、とっても気持ちいい体験ができるよ。そして深く脳内に私の言葉が刻み込まれるの。
3484163	3510538	私はそんな恥ずかしい君の姿もちゃんと見てるよほらまた頭がぼーっとする体の奥から快感が湧き上がる指で押さえたおちんちんにしびれが走ってどんどん気持ちよくなってくる行きたくて絶頂したくてどうしようもなくなるさあカウント始めてあげる
3511676	3534985	ゼロになるまで何度も頭で復唱しなさい スパイ様のために必死で働きます30体の奥からしびれがどんどん広がってくる 29私は別にいいんだよ契約を結ぶのは君の自由だから 28でも
3535926	3545391	抗おうとするたびに視線とともに脳がとろけて27腰の震えが止まらなくなるよね26
3545958	3569435	本当はこんな契約結んじゃいけないのに。25.君はそうやってどんどん気持ちよく落ちていく。24.そしていつしかおちんちんがうなずき始める。23.契約を復唱すればするほどおちんちんが何度もうなずいちゃう。
3569675	3590023	22その度に気持ちいい痺れもどんどん大きく21何度も頭の中でスパイ様のために必死で働きますって復唱しなさい20何度言ってもいいんだよ19あれ?
3590283	3616300	どっちの意味だっけ最後には口に出して言っても気持ちよく吐き出すように言ってもいいんだよ思考がより単純なものへと変えられていく抑えたおちんちんが頭を下げるたびに脳も一緒に痺れてとろけちゃう
3617321	3635847	契約を結ぼうと頑張ってえらいね13褒められて幸せ嬉しいね12すっごい気持ちいいよね11そんな君のことちゃんと
3636647	3661500	と見てるよ10絶頂の瞬間口に出して言っちゃうとどれだけ気持ちいいのかな9頭真っ白になっちゃうのかな8それともしびれが全身に広がってびくんびくんしちゃうのかな7まあそう言っている間にも6しびれがどんどん押し寄せてくるんだけどね
3662040	3667350	5体の奥の方が熱くなってもう行きそう49
3670306	3694127	3どんどん痺れが膨らんで弾けるあジンジンが言っちゃうよ2口に出して言っちゃうよスパイ様のために必死で働きますって12よほら言っちゃう言っていいよ何度もジンジンでうなずきながら言っちゃえ0言え言けへこへこ頭を下げながら言っちゃえ0
3695328	3722856	人身の奥から痺れが昇ってきて弾けるゾワゾワっと鳥肌が立つように波が何度も押し寄せるゼロもっといっちゃおうね復唱しながらぼっきちんぽで頭を下げていっちゃえ頭は真っ白でも甘い快感は脳裏に刻まれて消せなくなっていく
3727060	3753069	ほーら行っちゃえとっても頑張ったらねいた後に褒められると一気に幸せが湧き上がってくるよね心の底から嬉しくて頭がとろける感覚頑張って契約して偉い
3762515	3782942	褒めてもらえてとっても嬉しいねもっと褒めてほしくなっちゃうよねだから続けていくよ第二の契約は健康な体と精神を維持しスパイ様に捧げますだよ
3787780	3814793	君は健康的な睡眠と食事を徹底し、働くためにベストな状態を維持するの。そうすることで君の肉体はより私の役に立てるようになる。そして、それはどんどん私のものへと変わっていくの。心も体も。
3815967	3844711	私に支配される人生とっても素敵よねだってそうでしょう自分のためにやっているわけじゃなくて私のためなんだから頭で契約を復唱しながらおちんちんでへこへこ頭を下げるところちゃんと見てるよ
3845405	3868113	ほーらまた頭が真っ白になる体の奥から熱いのが昇ってくる指で押さえた根元から痺れが湧き上がってまた生きたくなってくる気持ちいい感覚とともに考える力が失われていくさあまたカウントをしてあげるゼロになるまで
3870247	3893837	何度も何度も頭の中で復唱しながらうなずきなさい健康な体と精神を維持しスパイ様に捧げますって30頭の中で復唱すればするほどカウントが進めば進むほど29しびれがどんどん大きくなっていく
3894973	3907798	28おちんちんが壊れたようにうな ついて止まらない27頭を下げる度に私への忠誠心 も倍に倍に膨らんでいくのにね
3909548	3938785	でもこの契約って悪いことなのかな25君が反発する必要なんて何もないよね24だって君は健康で幸せな生活を送るようになるんだよ23まあでもそれは全部私のためだけどね22契約のために必死で頑張ってか
3941365	3965407	21 褒められると頭が幸せでいっぱいになる20 その代わり何も考えることができなくなる19 頭がぼーっとしてでも体は快感にどんどん痺れる18 そんな君のことも私がちゃんと
3965867	3992139	見てるよ17だから私との契約を結んで気持ちよく落ちようね16そんなにおちんちんの頭を上げてもう行く気満々だねさっきの契約がそんなに気持ちよかったのかな15受け入れるほどにどんどん頭が支配されて何にもわからなくなっちゃうのに
3993460	4017610	君のおちんちへずっとへこへこおじぎしちゃってるよ14まあ君が幸せになるための契約だからうなずいちゃうのも仕方ないよね13でもうなずけばうなずくたびにどうなるんだっけ12私への忠誠が強くなっちゃうんだよね11
4018750	4040302	このままだと肉体まで私のものになっちゃうよそれでもいいの?またうなずいちゃうんだいいよもっと繰り返しておちんちんでうなずこうかもう行きたいの?もう行っちゃいたいの?
4041015	4066705	口に出して言ってこの快楽を頭に焼き付けたいんだ8あーそっかもうすぐあの数字が来ちゃうからねもう我慢なんてできないね7熱いのが昇ってくる痺れが大きくなる君の顔はずっとそう訴えてる6いいよ言っちゃってもでもそんな意見
4072222	4096628	それにもうダメだもんね4来る前立腺がビリビリ痺れてもう行っちゃいそう3ほら行っちゃう口でおちんちんで行っちゃう2行きたいんでしょ言いたいんでしょ健康な体と精神を維持しスパイ様に捧げます1ほら行っちゃえほら
4096908	4118445	ほらほらゼロ行く行っちゃうほら何度もぽきちんぽでうなずいてゼロ頭が真っ白になってしびれが一気に広がるゼロ何度も言っちゃえ行くたび言うたびに快感が弾けて飛んじゃうねそれでいいよそのままこの快感の
4118725	4132911	取りっ子になっちゃおうねゼロいっちゃおうね契約受け入れて偉いねほら一気に心が幸せで満たされるこの感覚
4145029	4163201	心に刻まれる嬉しさでいっぱいだから全て受け入れる甘い幸せでどろどろ心を溶かされていく快感覚えちゃおうもう気づいたかな彼が頑張れたのはこの契約と
4167230	4193405	ただ私に見られ快感を得るためだけの人生。彼はそれにのめり込んでいったの。セミナーを繰り返すたびに快感を強化されて、さらに深く契約に支配されていった。そして彼は見事に成果をあげる。
4194156	4207683	健康を手に入れ私にとっても重要な人物になったでもこれはあくまで準備に過ぎないんだよ
4211116	4238394	さあ、契約は次で最後。第三の契約は、スパイ様のためになることを考え、実践します。自発的に私の役に立つことをする。そうよね。自ら考えて動ける有能な人材こそが私のためになるって気づいているのよ。
