start	end	text
366218	395908	一度私たちの声だけに意識を向けて他の音は気にかけず私たちの声を聞き取ることだけに集中しようだいぶリラックスして落ち着いてきたんじゃないかな今は水滴の音だけに集中していたから他の音は少し遠くで鳴っているように感じたかもしれないし
398983	424973	水滴の音だけが近く感じたかもしれないもちろんどちらでもない場合も水滴が落ちる音は他よりも鮮明に聞こえたよねこれが自然に集中するってことリラックスといっても別に心を無にする必要はないんだよ今という瞬間の変化に意識を向けること
430534	458167	左それぞれで落ちる水滴の音を意識して聞き取る力を抜いて君の心が感じる一瞬一瞬を観察する感じ今はまだ焦ったり難しく感じていても続けているうちにどんどん穏やかで安定した心になっていくそして安定した心になるとより深い感覚を受け取れるようになる
459890	488007	あーでもあまりにもリラックスしすぎて眠ってしまうこともあるからその点は注意だね次は左右に揺れるメトロノームの音だけに耳を傾けようかさっきは右と左別々に意識を向けていたけど今度は左右に動く音を意識して追いかけてみよう
489678	497339	またしばらくの間メトロノームの音だけに集中してそれ以外の音は全て無視していいからね
562052	590281	また私たちの声だけに意識を向けようかさあさあ声も心地いい音の一つだよね歌詞の意味を楽しめる方角と違って多くの人は洋楽を聞くとき声も楽器の一つとして楽しんでいるよね歌詞の意味がわからなくても気持ちよく弾む声を楽器の演奏とともに楽しんでいる
591712	619333	メトロノームの音のリズムを頭で追いかけていたときと同じもしもこの後深いリラックス状態になってぼんやりしちゃっても看護しか理解できなくなってほとんど音の羅列になったとしても音や声に意識が向いていてそれを感じていることそれ自体を楽しもうね
621048	649043	そして、こうしている今も君はだんだんとリラックスを感じ始めている。私たちの声に聞き入って、とても心地いいという感覚を感じ始めている。さあ、これからはパチパチ弾けている焚き火の音だけに意識を向けて、
649868	669192	そして、静かに焚き火が燃えている場面も想像してみようか。もちろん、音だけに集中して、その他の音は無視するだけでもいいよ。またそれをしばらくの間、続けようか。
731623	760115	さあ、また私たちの声だけに意識を戻して焚き火のイメージは浮かんだかな?すぐ浮かぶ人もいれば雑念が邪魔してうまくいかない人もいると思うけどイメージが浮かんでいてもいなくても音に意識を傾けていられたならどんどん深いリラックスに入っていくから安心してね
762038	788880	さあさあもし雑念が出てきた時は考えてはいけないと思うと余計に雑念が生まれちゃうから今は音に集中してるしこれは後回しでいいかーって風に軽く考えるのがいいよそうすると余計な思考がスーッと消えてもっと深くイメージの世界に入っていけるから
790743	816595	それじゃあ、次は鳥の鳴き声だけに意識を向けてみよう。君は鳥の鳴き声を聞くとどんなイメージがするかな?大空を気持ちよく飛んでいる姿?それとも森の中で木に止まって休んでいるイメージかな?どちらでもいいし、どちらでもなくていい。
818150	826079	鳥の鳴き声に意識を向けて、今度はイメージすることにもしばらく時間を使って。
884922	914639	はいまた声だけに意識を向けてねえ気に入った音楽がふとした瞬間に頭の中で流れるって経験今までに何度かあったよねその時その曲だけじゃなくて歌手やジャケットプロモーションビデオの映像なんかが一緒に浮かんだりしたことない?
915753	943495	人って音楽を一切聞かずに一週間くらい森の中で過ごすと、周囲で聞こえた鳥の鳴き声や草木を撫でる風の音、静かな虫の声なんかを脳内で再生するようになるんだって。そして同時にその音と一緒に普段接している森の映像も浮かんでくるらしいよ。
945014	966740	鳥のさえずりと一緒に明るく賑やかな朝や昼の森静かに鳴く虫の声と一緒に暗く静まり返った夜の森音と一緒にそんなイメージが頭の中で再生されるのかなその場で接する自然の音が
967323	995791	そこに生きる人にとっての音楽になるの遠い昔音楽を発明する前の人間は音の記憶と五感で体感した経験を同時に保存して自分が住んでいる場所へ迷わず戻ってこれるようにしていたのかもしれないねさあそれじゃあこれからは
996179	1023044	静かに鳴いている虫の声だけに意識を向けて同時に静まり返った夜の森を想像してもいいねなんにせよリラックスしながら音に深く聞き入っているのは気持ちいいよねそのまま静かな虫の声だけに意識を向けてみようね
1086494	1114270	まだ虫の声に意識を向けていていいよ遠くの方から私たちの声が聞こえてきてとても心地いいねそう感じるってことは君はもうかなり深いリラックスに入ってきているんだよそれはそうかなんだか少しうとうとしてきてるみたいだね
1118843	1133626	それじゃあ、そろそろ私たちの声にも少し意識を向けようか。このまま寝落ちしないよう、もっと深く音に集中する訓練をしてあげる。
1134790	1155554	現実の肉体より感度が高い魂の状態になるための仕上げこれから私たちがこんな風に指を鳴らして合図をするから君はその合図の後私たちの言うことに注意を向けて
1157133	1176539	もちろん、今すぐに君ができること、すぐにはできないことがあるから、合図の後の言葉を強く意識するだけでもいいよ。試しに一回やるね。私たちの声だけに深く意識を入れて。
1178159	1196215	最初は今のように意識する必要があるけど、これから私たちが指を鳴らすたびにどんどん慣れて集中が深くなって、次第に自動で意識が反応し始めるから無理せずリラックスしてていいよ。
1196395	1222803	合図があるとその後の言葉を意識するそれを繰り返すたびに音だけじゃなく私たちの言葉にも影響を受けやすくなっていく繰り返せば繰り返すほど深さも影響もどんどん大きくなるそして肉体から意識や無意識といった君の精神だけが抜け出して
1226304	1245291	直接感覚を感じられる状態になる魂の状態になるっていうそういうことさあ始めるよ水滴が落ちる音に耳を澄ませて
1294013	1297275	焚き火の音に耳を澄ませてメトロノームの音に耳を澄ませて
1322376	1322879	虫の声に耳をすらせ
1354988	1357160	鳥の鳴き声に耳を澄ませて
1387021	1415241	これが最後しばらくの間すべての音に意識を向けて今ここにいるすべてを君の全身で感じてみて君には君だけの感性がきっとあるそれを狭めることなく広げて感性を最大にして心地いいリラックスを感じましょう
1486517	1499263	だいぶリラックスできたようだね体は完全にリラックスしているけど感性は大きく広がったそんな不思議な状態今はいろんな音が混ざっていてもなんだか落ち着いているよねそれじゃあここからしばらくは私たちの声に集中して
1501533	1529932	もう合図と同時に私たちの声に意識が向くようになったねそしてさっきよりも合図の後の言葉を強く意識するようになったもしかしたらすでにトランス状態に入ってきていたり考えるのがだんだん面倒になってきたりしているかもしれないねもちろん君が意識してできることと無意識だけができることがあるから
1531117	1545650	今は合図に反応して私たちの言葉に集中するだけでいいんだけど、何度も繰り返しているうちに全てを無意識が自動でやってくれるようになるから、安心して。
1548238	1577202	さあ、そろそろここから先に行くために魂だけの状態になるか。現実の肉体は帰ってくるまでこのままベッドで眠っていてもらおうね。大丈夫。もちろん肉体と魂のリンクは切れないし、魂の君がすることや経験したことはちゃんと体へとフィードバックされるから。
1577624	1601198	それに、動かそうと強く思えば、手や足を部分的に動かすことはできる。痒いところがあったら書いてもいいし、体勢が気になるなら途中で直してもいいよ。戻りたいときはダラーンとしていれば、またすぐに自然に魂へとチャンネルが切り替わるし。
1602099	1628459	私たちの合図に合わせて一気に戻ってきてもいいそうこんな風に私たちの合図で一気に深く戻ってこえるまあその場合人によっては勢い余ってさらに一段深いトランスに落ちちゃうかもしれないけどそれはそれで気持ちいいからいいのね
1629751	1659238	こうやって合図される度にトランスが深くなる魂で音をダイレクトに感じ始めるといつもよりもっと気持ちよくなれるのあまりに感じすぎちゃうと魂で受けた快感が洪水のように押し寄せて肉体までその気持ちよさの影響を受けるなんてこともあるんだけどその時の絶頂感は
1660125	1668890	ものすごいらしいよだから今日は楽しい時間を過ごしましょう
1696304	1697805	3、2、1
1699187	1721133	フット意識が飛ぶベッドに深く沈んだ体から何かがふわっと浮き上がる感覚を感じる重たい体から魂だけが抜け出る心地のいい感覚ほら、3、2、1ぼーっとして気持ちいい
1722428	1743809	今まで何を考えていたのか、何を考えようとしていたのか、もうわからない。ただ、浮かび上がった魂へと、意識がどんどん吸い込まれていく感覚だけは感じている。3、2、1…
1744840	1753825	思考が真っ白になる浮かんだ魂の体へと意識が吸い込まれていくとても心地がいい
1755453	1778065	気持ちいい浮遊感を感じながら、どんどん真っ白な魂へと君の意識が取り込まれていく。ふわっと浮かんで、3、2、1、何も考えられなくなる。すーっと意識が真っ白な中へ吸い込まれる。
1778065	1790737	魂の中へと吸い込まれるため真っ白に染まってだんだん幸せな気持ちになってくる真っ白真っ白321
1791903	1811080	ほーら全部真っ白気持ちよく真っ白の中へ幸せなまま真っ白の中へ真っ白真っ白そして思考も意識も何もかも全部真っ白になる全部真っ白の魂の中に
1817162	1840790	おめでとう。君の意識が入った魂の体は感覚そのもの。ダイレクトに音を感じられる状態。そして現実の肉体はベッドで気持ちよく眠っているね。魂とのリンクを繋いだまま、今は寝かしておこうね。
1857367	1876784	これからスタジオへ向かって降りていくよ。スタジオはここよりもずっとずっと奥。魂だけが到達できる深い場所にあるの。少しずつ下へ降りていこうね。
1878863	1894165	階段が10段下に続いているのを想像しようか。私たちが10から1までゆっくり数えていくから、階段をイメージしながら一歩ずつ。
1894325	1922951	降りていこう一段降りるごとに深い場所の音楽が近づいてきて魂の中へ流れ込む音がどんどん増えていく降りれば降りるほど気持ちよく深く没頭して受ける快感が増してくるの君が感じたいと思う限り快感を受け取っていいんだよね?そうだったでしょ
1924378	1949515	ほら、またスーッと集中が深くなって、イメージに没頭できる状態になる。10.一つ数えるごとに階段を一段降りていく。9.ここで大事なことは階段をゆっくり降りていくこと。8.
1950594	1976708	深い深い場所まで降りるためには大事なこと。7.君がもし早足で降りてしまうと、よりゴールが遠くなる。6.でもゆっくり降りると、一段ごとにより深い場所へと降りることができる。
1981538	2003193	かすかに聞こえる音楽を頼りに一歩一歩沈み込むように4.だんだんと気持ちのいい感覚を感じ始めているさあ、いつまでもこんな風に気持ちよさと共に音楽を感じていく
2010430	2032362	2.そう思えば思うほど、君の魂に流れ込む音とともに、もっと幸せな世界へ入っていける。1.そしていつの間にか、君は今までよりもジューラーの深い場所へと降りてきた。
2036077	2063696	君は魂の状態になって、音や声を直接感覚として受け入れられるようになれたけど、今すぐに音楽で絶頂するのは、まだ難しいかもしれないね。ああ、でも、絶頂はまだ先でも、音楽をより心地よく深く体感できるくらいには、
2070114	2072718	もう鳴ってるんだよ試しにほら今聞こえる音のどれかに耳を傾けてみて
2076535	2102930	もう自動的にそれぞれの音に耳を傾けたり、私たちの声に集中したりするんじゃない?人によって他の感覚を感じることもあるけど、すでにとても深いトランスに入ってたら、音が魂に流れ込んでくる快感で、ビクビク反応し始めたりもするかも。うん。
2104363	2125920	さすがにそこまで落ちてるってことはまだないよねでもこれからは合図を受けるたびにさらに一段深いトランスへと入っていけるのはわかっているし周りの音や声に自然に耳を傾けながら深くまで降りていけるよね
2127321	2143236	深くまで降りていけばいくほどスタジオで流れている音楽が少しずつ近づいてくるから次第に音の振動が伝わって快感が大きくより強くなっていくと思う
2145657	2170022	だけどどれだけ多くの快感を感じられるかを決めるのは君の権利だからこれから先これ以上の快感を受け取るのはやめようと意識が言ってきてもとにかく無視しちゃいましょうそして目の前にまた新たな10段の階段ができている
2171276	2186060	ここを降りるとまたスタジオに近づいて、魂へさらに多くの音が流れ込んでくるようになるから、受ける感覚もどんどん大きくなっていくの。
2189502	2217208	ねえこの階段を10段降りたらさらに音楽で快感を感じるようになっちゃうのかなそれともさらにその後にもう10段降りたなら一気に深くまで入っちゃうのかなどちらにしてもまた階段を降りて深く気持ちいい世界へ入っていこうね
2219262	2235277	10.一つ数えてまた一段降りる。9.深い場所に降りるとともに音楽もさらに近づいてくる。8.だから。
2236012	2262243	もっと多くの音が君の魂の中へと入り込んでくるようになる7.私たちの声と心地いい音楽をいっぱい受けて魂の中で心地よさが湧き上がる6.一歩ずつ深くて一歩前より気持ちのいい世界へと降りていく
2265287	2274597	意識が消えてしまうように感じるかもしれないし4幸せを感じるようになるかもしれない3でもどちらにしても深くなるたびに気持ちよくなるのは同じ
2287225	2307914	2.どんどん気持ちが良くなる代わりにどんどん深く降りていく。1.そして君はさっきいた場所よりもさらに10段も深い場所へと降りている。2つ目の階段を最後まで降りたら、
2311298	2336847	新しい階段ができているでもさっきまでとは少し違う階段の先には光の玉があるそれはそうとしていつの間にか私たちの声と音で海岸を感じていることに気づいたかな
2337307	2359324	もし気づいてくれたのなら嬉しいしまだだって人もこの不思議な状態を好きになってくれたらいいな10また一つずつ数えて階段を降りる9深い場所へと降りるたび
2360572	2390210	流れ込んだ声や音と魂が結びついていく8だから君は次第に何も考えられなくなってくるし7私たちの言葉一つ一つを楽しみに待つようになっていく6そして言葉よりも短い音一つ一つに対しての集中もどんどん深くなる
2391795	2420204	もっと深い場所に降りればやがて音と魂がすべての感情や感覚へと結びついて4君は今よりずっと自然に集中できて快感を受け取るだけになれると思うけど3でもそれを操る主導権は私たちが持っているよね2
2423425	2451548	私たちの言う通りになってしまうのは自然なこと一だってほらこんなに深くまで降りてこれたんだからあーところで気づいてる?すでに君は音で絶頂できる状態にあるってこと
2454883	2469573	と言っても、もし君がここでそれに気づいているのなら、相当トランスに慣れているんだろうね。だって絶頂に結びつける暗示をまだ入れていないんだ。
2471847	2499340	普通だったら心地よくぼーっとしていたり頭が空っぽになっていたりいつもより音と声に敏感になってるかなって感じるくらいだと思うよまぁでも今の状態で絶頂するよりもっと大量の音を流し込まれて訳わかんなくなって何度も何度も連続できる
2500753	2528911	それを期待してきたんだもんねそうでしょ?合図される度にスーッと深い集中に入って気持ちよくなってくるよねもし何度も何度も合図されて落とされ続けたらその快感だけで行っちゃうかもしれないねでも今みたいにぼーっとした感覚よりも
2529569	2558136	もっと気持ちいいことしたいよねさあこれで最後この光の玉に入れば最高に気持ちいい場所まで連れて行ってもらえるよ私たちのスタジオはここよりももっともっと深い場所これに乗るだけで一気にその場所まで降りていけるの
2559947	2570877	その代わりさっきみたいにゆっくり音を感じて降りていくわけじゃないから魂の感度が一気に増えちゃうかもしれないけどいいよね
2573213	2600864	これから君が光の中に入って私たちが数字を数え下ろすたび君は一気に深い場所まで落ちていくさっきの階段よりも何倍もずっとずっと深くまで一気に落ちる私たちは次にゼロって言うまで延々と気持ちよく落ち続ける
2603596	2629577	最後の一歩を踏み出してそっか気持ちいい合図欲しいよねずーっと息に落ちてみようか光に踏み込んだ瞬間一気に落ち始める音楽やカウントに少しでも没入し始めたらそれが快感増幅のスタート
2631177	2660436	それからは自然に聞き入っちゃうし最後には持っていかれるそう持っていかれる気づいたらあっちの世界にいたとか没頭して自分の世界に入っていたといった状態意識はぼーっとして何も考えられなくなる代わり無意識は一つ一つの音に反応するようになるこちら
2661176	2686374	私たちの言葉一つ一つにもというかもう聞き入っていることすら忘れているしいつの間にか何も考えなくても体が音に反応してくるだけど深い場所まで沈んでいくのは実感している意識が全て持っていかれる感覚だけ
2687495	2708169	感じているよねこのまま行くとどんどん快感に耐えられなくなって最後には一体化して何度も何度も絶頂しちゃう余計なことに向いていた意識が全て感覚への集中に向いていくからいつもが笑う
2712973	2726604	外場所へと沈んでいくって落ちれば落ちるほどどんどん何も考えられなくなるそしてその暗示の効果もどんどん大きくなってくる
2733210	2754646	とっても気持ちいいよね
2757761	2760329	これからもっと気持ちよくなっていくほらもう
2769382	2774487	次回予告次回予告次回予告
2791081	2820507	代わりにどんどん気持ちよくなる意識はすべて気持ちいいことだけに向いている音も声もすべて気持ちいい気持ちいい気持ちいい気持ちいい1手あれ?ここが一番深い場所?なんてごめん最深部はまだだったよ
2823076	2838982	ああそうそうもうだいぶ深い催眠に入ってるってこと?気づいてる?今催眠に落ちたのに気づいてないとこのまま素直に感落ちしちゃうし
2840220	2861866	自覚してたら余計に意識してますます深くまで落ちちゃうからどちらにしてももう止めようがないんだけどねそうやってカウントの度にどんどん深くまで落ちて頭の中は気持ちよさだけに染まっていくずっとそうだったでしょこれからもそう
2870170	2891130	深く降りて意識が持っていかれるほど気持ちよさが倍増していくんだよだからもっともっと深くまで落としてあげるね大気に落ちる思考は私たちの声と音を追いかけることだけに夢中になる
2892288	2910382	ところが気づいたらふっと意識がなくなってる時があるのあれ今さっき何を考えてたっけそうやって意識が落ちてることを意識しちゃったもっともっと深くまで一気に落ちちゃうしあらすでにもう真っ白だよね
2911462	2939452	だって音楽が気持ちいいという感覚以外は何も考えていないし私たちの声を聞くたびにどんどん無意識の領域に入ってきているから当たり前切れ目なく音も流されて快感だけが増幅するそのたびに思考が持っていかれて音に通しは解きしていくもう意識してもしなくても深く深く落ちていく
2944871	2947521	何も考えられないから深いところで落ちちゃうのは当然だよね
2948548	2976105	それを実感すると一気にほら思考を手放して意識を持っていかれてその代わりにますます気持ちが良くなるほらほらもっと深く落ちる気持ちよく意識が消える声と音が気持ちいい深く深く落ちて落ちて落ちて落ちて魂の感度がどんどん大きくなるだから
2978306	2995420	もうぜーんぶ気持ちいい意識が全部持っていかれてゼロもう何も考えない一番深い場所まで降りることができたね
2997841	3021695	そうそうこれから先私たちの声が大好きな人は気をつけてね音楽とともにもし私たちの声にも聞き入っちゃったら大変なことになるからねだからいくら無防備な魂の状態だからって終わりすぎには注意だよ
3022810	3050457	そうでなくとも、ただぼーっと声と音を聞き続けているだけで、真っ白になって絶頂しちゃうこともあるんだから。さーて、スタジオへようこそ。ここはとっても深い意識の世界。
3050872	3078203	私たちの思いのままに音を操れる場所私たちが作る音楽ってもともと思考を真っ白に飛ばして魂をダイレクトに振動させて絶頂させるそういう目的で作ったものばかりだから今の状態ならすぐに非日常の空気に飲まれるって感じで没頭しちゃうかもしれないね
3083325	3106532	非常に気持ちのいいプロモーション撮影始めようかうんでも安心して最初から大きな絶頂は目指さなくていいの軽くいった感覚を感じるだけでもいいんだよ繰り返すたびにどんどん絶頂の感覚が大きくなっていくからね
3109282	3130597	君とこうして出会っているこの一瞬一瞬それで同じ時が二度と巡っては来ないたった一度きりのもの気持ちいい絶頂の瞬間が過ぎるのも君の一生からしたらあっという間
3132408	3161622	周りのことなんて全くわからないくらい熱中して快感に夢中になっちゃう心地いい疲労感を感じて脱力したり切なさで放信しちゃったりするかもしれないだけどそんな最高の瞬間もいつか終わっちゃうでもそれって何よりどんなことよりも気に取っていい体験になるんじゃないかな
3164708	3192824	ここでしかありえないそんな濃縮された今とその時その一瞬一瞬を思いっきり楽しんで最高の体験をしようねほら音にもっと聴いて音楽を聴いてる時にさ今の部分の展開気持ちいいとか
3194603	3219185	ここ好き…なんて思ったりしない?音が流してきたり、そう刺激されたりするみたいさ渦を巻いたり、スーッと流れ込むように君の中へと押し寄せる感覚音を聞いている、じゃなくて音を感じている、という感覚
3226994	3230358	そうやってギーって身を任せているうちにいつの間にかトリップ感で頭を真っ白にしちゃったりするどんどん加速するメロディーが
3235542	3259640	全身にズッズッと響いてくるし、落ちる感覚が強くなるかもしれない。だけど、それってとっても気持ちいいことだよね。もしかしたらもっと深くなる、そう感じるかも。だから、音を聞ければ聞くぐらい、音をチューチューに。
3262323	3280810	ほらより深く自分の世界に行ったらと何度も何度も反復する音楽に意識を持っていかれる頭も下半身もゾクゾクしてきて気持ちよくなっちゃういつの間にか瞳から正気の色が消え去る
3286562	3308615	だんだんと魂が持っていかれて、無意識で全身が気持ちよくなり始める。いつも冷静で知的だったとしても、これまで人としての輝かしい経歴を積み受けてきたとしても、意思すら放棄して全身をビクビクと敬礼させる。
3311722	3338017	ダイブするようになる 非日常夢の中快感異次元 開放どのワードで表すか分からない けど音という形をとった快感に身を任せる それがここでは最高の状態少しでもしびれを感じると そのしびれは全身に広がる
3339758	3346374	ビートを受けるたびその感覚が強くなる音で感じている姿をジーン
3353194	3378135	自覚すると恥ずかしさと興奮でさらに快感が強まってくるねビートに合わせてビートに合わせて全身ビクビク震わせながら行っちゃうところ想像しちゃった想像しちゃったらもう我慢できないよねでも気持ちいいことは我慢しなくていいそう我慢しなくていいんだよ
3380069	3399526	どんどん気持ちよくなってくる音が体を通るたび魂の隅々まで快感が湧き上がってくる痺れるような甘い疼きが下半身の奥の方からこみ上げるどんどんだらしな表情になってくる
3402979	3430128	快感を増幅する曲だからそうなるのは当然だなその虚ろな瞳は意識を持っていかれ始めているそうずっと体に響くたびしびれが強くなる君の一日の奥の方からもむずむずと快感が湧き上がってきた音が中で響いて頭もここしびれて
3432963	3459166	精神もすでに普通じゃなくなってきている魂の状態だからっていうのもあるけど快感が下半身に流れ始めてすっごく気持ちよくて頭の中からどんどんおかしくなっていくのが感じ始めているよね私たちの声がミニッと音楽がどんどんどんどん動かしていって
3460287	3472548	これ撮影されてるからね感じてるとこにだって恥ずかしくないのかな会員とも混ぜてあげて高骨とした表情のまま
3489865	3490285	次回予告
3501678	3526291	おちんちんの奥もビリビリしびれて乱挙した鳥肌が立つようなゾクッとした感覚に全てが覆われていくおちんちんの奥のしびれがさらにさらに大きくなればなるほどだんだんとこの日の事情に問い込まれて持っていかれて持っていかれてでもおちんちんの奥でもいけるんだそう言ってこの先
3529852	3558915	欲を知るまでに前進を経営させていっちゃうよほら頭が飛ぶ絶頂に向かって乗り始めるさ絶え間ないビートで頭が真っ白になって飛んじゃう乙女がカーカーと捨てて持っていく右肩の中でも落ち位置に置くのをカーナーズが弾けて一瞬びくっと魂全部を震わせてリズムに持っていかれてガクガクして世界観で始めちゃえ
3560628	3588065	ほらまた意識は消える全身痺れる黙った快感への欲望が弾け出す純情の感覚を少しでも感じたらもうダメ反復する音楽にどんどん意識を持っていくだけ君はもう頭空っぽでビクビク踊り続けるしかない繰り返すたびにおちんちんの奥がどんどん痺れて二音とすら踊りにくいのさ
3589049	3613428	7.反復・複製が無限にループする音楽と溶け合って、思考がドロドロ溶けていく感覚。6.考えるという行為をストップして、自分という存在すらも気持ちよく忘れて、5.新世紀にでもなったかのような感度に溺れて、繰り返される度の快楽のミスが、
3613968	3642312	容赦なく流れ込むムラムラとした欲望の渦巾に魂ごと預けて成人の思考なんて消えちゃう脳汁を溢れさせて生きることにしか興味が殴られてくる快楽の中へ魂持っていかれて私たちの声に頭の中ショートさせられて万本の前立腺を音にいじめられてもうダメ耐えられない喧嘩しそういいよ
3643310	3657742	ほら、行っちゃえ。チェック。行く、行く、行く、行く、行く、行く、行く、行く。何度も、行け。もう抜け出せないで。最後の理性にバイバイ。
3658803	3678291	ビートに合わせるように快感で腰がガッカガク動く君の恥ずかしい腰振りが女の子たちに見られちゃうね考えることを放棄して何もかも忘れて音楽に乗っていかれて最高に気持ちいいね
3680085	3690634	何度言っても渇きを知らない欲望で頭がいっぱいになって何日にも奥の熱い水気をはじけさせることしか考えられない
3691994	3721310	音の洪水が流れ込むたび、どんどん受ける快感が膨れ上がる。風が吹きつけただけでも、背筋にゾクッとした感覚を感じるかもしれない。音を聞くだけで目を広くさせて、焦点するかもしれない。そのままアヘ顔でプリップしちゃってもいい。お父の奥に快感が広がって、全部が軽減して、完全に委ねたような衝撃で、
3725254	3735238	行くの止まんないね
3748643	3773482	もう各部に力を入れるだけでび ぐっと抜けずっちゃう顔を歪めて頬口を開けてよだれ垂 らして楽しみちゃうんだって課題にされちゃうよ 銃音の波が次々押し寄せて小魂魂を揺らしていく うちんちんの奥に気持ちいい音を流し込まれて キューチューチューと嗅ぐ
3775967	3804800	奥から湧き出す熱い感覚に集中しているだけ元の自分を取り戻すことすらもういい8今じゃすっかり君は快楽の鳥っ子そのまま全部忘れちゃいませんビートに合わせ音と一体化してならぎゅんぎゅん生き続けたいねおちいちにひびつかせるだけかわしい電流が走っちゃうねろくろくる目が回って
3805397	3831321	完全に脳内を占順されておかしくなりそうおかしくなっちゃうね前立腺が収縮を繰り返して何度も大風に突入しちゃう背筋にバチバチ電流が流れてよつっとずっと気持ちいいバナナのお味噌溶けちゃうさあ熱いよねまた熱いのが昇ってくる
3835708	3848063	おちんちんの奥のうずきが解放されてもうかつむで気持ちいいとこ全然しびれさせてしびれがどんどん大きくなっておちんちんの奥で弾けるいっちゃういっちゃう
3870439	3888568	気持ちよく行くことしか興味なくなっちゃったねもしかしたらもう音楽を聴くだけで絶頂しちゃう体になっちゃったかもそんな脳内をドロドロに溶かされた状態で街なんか歩いたら大変だよ店内のBGMを聴くだけでビクビク感じてまともな日常生活が送れなくなっちゃうかも
3898582	3923100	え?まだ終わらないの?これで終わると思ってたの?あ、そうそう音を聞き続けていると外観はどんどん黙っていくからまた私たちに解放されて日記に弾けて絶叫する瞬間が楽しいよね気持ちいい発狂しそういいよ
3923995	3941893	ここは快楽のダンスフロア脳みそがとろけて狂っちゃっても腰がガクガクして発狂しちゃってもいいんだよこれからもっと天国を味合わせてあげるから
3951570	3975155	ねえ、もう頭がぼーっとして何もわからないかもしれないけどここからが本当に君に本当の企画を教えてあげる君へのサプライズってやつ?これ、プロモーション撮影じゃなくてライブ配信なの
3987505	4006420	やっと気がついた君の姿リアルタイムで女の子たちに見られてたんだよさっきまで君は素っ裸でおちんちんさらけ出して生きまくってたわけだけどそれもモニターの前の女の子たちにじーっと見つめられたり軽蔑した目で見下されたりしてたんだよね
4008342	4031609	あーコメント読む限り大半の子はクスクス笑ってるみたいだねでもいいのねこれまでは音楽や声が気持ちいいと感じる以外何も考えていなかったけどこれからは女の子に見られてるのを意識していっぱい絶頂できるんだよ今日のステージは私たちが主役
4032862	4062092	君をみんなの前で行かせまくって楽しむライブ配信大勢の女の子たちの視線が君の第一のところに向けられているんだよ恥ずかしいねもうおちんちん大きくなっちゃってるねえそのおちんちんがもっともっと気持ちよくなる方法教えてあげようか
4064746	4088958	おちんちんの裏筋から根元まで利き腕で柔らかく押さえるの魂の状態の霧一瞬だけ現実の腕を動かせるようにしてあげるもしそれで言っちゃったらきっととっても気持ちいいのね
4090827	4110876	指がおちんちんの裏筋から根元までをゆっくり包み込むでもおちんちんの周りを包み込んだら腕の力は抜けていたら同じ強さで柔らかく包んだまますぐまた魂の状態に意識が戻るうふふ合図されるたびに頭真っ白になってとでも
4119252	4146462	幸せだね男の子ってエッチな夢を見て無線振るそういうことが現実に起こってるでしょそれと同じ意識の深い場所で魂の中とまるで射精したような感覚になるとどうなっちゃうのかな力も入れていないのにじわじわと根元から射精感が湧き上がってきた
